"mov,mp4,m4a,3gp,3g2,mj2",183.02,30.0,h264,640x480,aac,106,2466,2915,"hls,applehttp",25.0,h264,640x480,aac,35.436381816864014
"mov,mp4,m4a,3gp,3g2,mj2",72.47,25.0,h264,640x480,aac,27,1180,602,"hls,applehttp",30.0,h264,1920x1080,aac,115.7859890460968
"mov,mp4,m4a,3gp,3g2,mj2",90.187,30.0,h264,320x240,aac,46,0,2655,"hls,applehttp",25.0,h264,176x144,aac,5.8090949058532715
"mov,mp4,m4a,3gp,3g2,mj2",69.567,25.0,h264,1920x1080,aac,25,214,1499,"hls,applehttp",30.0,h264,320x240,aac,20.039378881454468
"mov,mp4,m4a,3gp,3g2,mj2",207.03,25.0,h264,640x480,aac,77,2289,2806,"hls,applehttp",25.0,h264,1280x720,aac,97.5036928653717
"mov,mp4,m4a,3gp,3g2,mj2",271.14,25.0,h264,640x480,aac,103,770,5904,"hls,applehttp",24.0,h264,1920x1080,aac,340.1250228881836
"mov,mp4,m4a,3gp,3g2,mj2",166.023,29.97002997002997,h264,640x480,aac,45,2667,2262,"hls,applehttp",15.0,h264,1920x1080,aac,367.33975315093994
"mov,mp4,m4a,3gp,3g2,mj2",51.479,29.97002997002997,h264,640x480,aac,11,961,566,"hls,applehttp",25.0,h264,480x360,aac,8.948689937591553
"mov,mp4,m4a,3gp,3g2,mj2",32.462,30.0,h264,640x480,aac,7,460,505,"hls,applehttp",30.0,h264,1920x1080,aac,39.7143120765686
"mov,mp4,m4a,3gp,3g2,mj2",214.297,29.97002997002997,h264,320x240,aac,43,0,6377,"hls,applehttp",24.0,h264,480x360,aac,43.81071186065674
"mov,mp4,m4a,3gp,3g2,mj2",102.052,25.0,h264,640x480,aac,37,1243,1269,"hls,applehttp",25.0,h264,480x360,aac,11.869288206100464
"mov,mp4,m4a,3gp,3g2,mj2",43.654,30.0,h264,640x480,aac,22,165,1121,"hls,applehttp",15.0,h264,640x480,aac,6.081536054611206
"mov,mp4,m4a,3gp,3g2,mj2",214.297,29.97002997002997,h264,320x240,aac,43,0,6377,"hls,applehttp",12.0,h264,480x360,aac,29.392987966537476
"mov,mp4,m4a,3gp,3g2,mj2",42.354,25.0,h264,640x480,aac,15,334,707,"hls,applehttp",15.0,h264,480x360,aac,5.268051862716675
"mov,mp4,m4a,3gp,3g2,mj2",47.137,30.0,h264,320x240,aac,12,0,1400,"hls,applehttp",25.0,h264,320x240,aac,4.146608114242554
"mov,mp4,m4a,3gp,3g2,mj2",40.101,25.0,h264,640x480,aac,22,600,378,"hls,applehttp",12.0,h264,320x240,aac,4.124006032943726
"mov,mp4,m4a,3gp,3g2,mj2",375.398,29.49852507374631,h264,640x480,aac,147,628,10293,"hls,applehttp",15.0,h264,1280x720,aac,160.3134729862213
"mov,mp4,m4a,3gp,3g2,mj2",333.485,30.0,h264,640x480,aac,167,332,9500,"hls,applehttp",15.0,h264,480x360,aac,49.33944916725159
"mov,mp4,m4a,3gp,3g2,mj2",179.282,15.0,h264,640x480,aac,39,1719,929,"hls,applehttp",12.0,h264,480x360,aac,9.144252061843872
"mov,mp4,m4a,3gp,3g2,mj2",32.926,30.0,h264,1280x720,aac,7,473,505,"hls,applehttp",12.0,h264,176x144,aac,5.147161960601807
"mov,mp4,m4a,3gp,3g2,mj2",111.131,25.0,h264,640x480,aac,41,773,1960,"hls,applehttp",24.0,h264,1920x1080,aac,106.57659912109375
"mov,mp4,m4a,3gp,3g2,mj2",205.172,16.0,h264,640x480,aac,78,597,2606,"hls,applehttp",25.0,h264,1920x1080,aac,120.60215711593628
"mov,mp4,m4a,3gp,3g2,mj2",326.589,25.0,h264,640x480,aac,132,2805,5226,"hls,applehttp",25.0,h264,480x360,aac,92.97557306289673
"mov,mp4,m4a,3gp,3g2,mj2",195.675,30.0,h264,640x480,aac,94,2334,3440,"hls,applehttp",12.0,h264,176x144,aac,13.396533966064453
"mov,mp4,m4a,3gp,3g2,mj2",202.432,30.0,h264,640x480,aac,51,3434,2558,"hls,applehttp",12.0,h264,320x240,aac,24.86345100402832
"mov,mp4,m4a,3gp,3g2,mj2",125.899,25.0,h264,1280x720,aac,49,1893,1203,"hls,applehttp",15.0,h264,176x144,aac,15.777294874191284
"mov,mp4,m4a,3gp,3g2,mj2",108.554,30.0,h264,1280x720,aac,22,1555,1676,"hls,applehttp",25.0,h264,176x144,aac,12.22866702079773
"mov,mp4,m4a,3gp,3g2,mj2",46.789,30.0,h264,640x480,aac,15,650,736,"hls,applehttp",24.0,h264,320x240,aac,6.0523741245269775
"mov,mp4,m4a,3gp,3g2,mj2",250.172,30.0,h264,320x240,aac,51,0,7449,"hls,applehttp",30.0,h264,176x144,aac,17.6478910446167
"mov,mp4,m4a,3gp,3g2,mj2",89.885,30.0,h264,320x240,aac,63,0,2627,"hls,applehttp",30.0,h264,640x480,aac,46.4982008934021
"mov,mp4,m4a,3gp,3g2,mj2",83.174,14.833333333333334,h264,640x480,aac,33,701,498,"hls,applehttp",25.0,h264,1920x1080,aac,68.41844701766968
"mov,mp4,m4a,3gp,3g2,mj2",197.602,25.0,h264,640x480,aac,85,2754,2097,"hls,applehttp",25.0,h264,1280x720,aac,71.97919702529907
"mov,mp4,m4a,3gp,3g2,mj2",68.569,30.0,h264,640x480,aac,14,1328,713,"hls,applehttp",12.0,h264,640x480,aac,13.548430919647217
"mov,mp4,m4a,3gp,3g2,mj2",70.102,29.97002997002997,h264,640x480,aac,14,137,1947,"hls,applehttp",12.0,h264,640x480,aac,3.3304009437561035
"mov,mp4,m4a,3gp,3g2,mj2",46.185,30.0,h264,1280x720,aac,14,542,827,"hls,applehttp",24.0,h264,320x240,aac,10.245271921157837
"mov,mp4,m4a,3gp,3g2,mj2",382.967,29.97002997002997,h264,640x480,aac,81,5586,5807,"hls,applehttp",15.0,h264,320x240,aac,35.1952600479126
"mov,mp4,m4a,3gp,3g2,mj2",80.62,30.0,h264,640x480,aac,22,1215,1179,"hls,applehttp",25.0,h264,1280x720,aac,72.32308506965637
"mov,mp4,m4a,3gp,3g2,mj2",408.997,59.94005994005994,h264,1280x720,aac,94,9100,15317,"hls,applehttp",30.0,h264,176x144,aac,105.72179388999939
"mov,mp4,m4a,3gp,3g2,mj2",52.269,17.000377786173026,h264,320x240,aac,20,0,867,"hls,applehttp",25.0,h264,320x240,aac,4.1746861934661865
"mov,mp4,m4a,3gp,3g2,mj2",74.792,30.0,h264,640x480,aac,28,1030,1183,"hls,applehttp",25.0,h264,480x360,aac,10.824368000030518
"mov,mp4,m4a,3gp,3g2,mj2",63.67,18.0,h264,320x240,aac,22,0,1123,"hls,applehttp",15.0,h264,176x144,aac,4.292572021484375
"mov,mp4,m4a,3gp,3g2,mj2",68.894,24.0,h264,640x480,aac,15,238,1399,"hls,applehttp",25.0,h264,480x360,aac,22.613677978515625
"mov,mp4,m4a,3gp,3g2,mj2",189.429,25.0,h264,640x480,aac,70,527,4137,"hls,applehttp",12.0,h264,1920x1080,aac,121.2245819568634
"mov,mp4,m4a,3gp,3g2,mj2",342.379,29.97002997002997,h264,640x480,aac,70,174,10015,"hls,applehttp",30.0,h264,1280x720,aac,300.2276999950409
"mov,mp4,m4a,3gp,3g2,mj2",128.894,30.0,h264,640x480,aac,26,769,3066,"hls,applehttp",15.0,h264,1280x720,aac,114.14265704154968
"mov,mp4,m4a,3gp,3g2,mj2",441.064,29.97002997002997,h264,1440x1080,aac,89,1618,11510,"hls,applehttp",24.0,h264,480x360,aac,71.00809502601624
"mov,mp4,m4a,3gp,3g2,mj2",78.67,29.97002997002997,h264,854x480,aac,17,1499,840,"hls,applehttp",30.0,h264,640x480,aac,54.62340188026428
"mov,mp4,m4a,3gp,3g2,mj2",51.479,29.97002997002997,h264,640x480,aac,11,961,566,"hls,applehttp",12.0,h264,1920x1080,aac,23.6660258769989
"mov,mp4,m4a,3gp,3g2,mj2",434.817,29.97002997002997,h264,1920x1080,aac,95,2359,10576,"hls,applehttp",25.0,h264,480x360,aac,140.61110091209412
"mov,mp4,m4a,3gp,3g2,mj2",48.53,30.0,h264,480x360,aac,11,657,785,"hls,applehttp",12.0,h264,1920x1080,aac,76.51391386985779
"mov,mp4,m4a,3gp,3g2,mj2",254.491,30.0,h264,480x360,aac,51,1407,6175,"hls,applehttp",24.0,h264,176x144,aac,18.208858013153076
"mov,mp4,m4a,3gp,3g2,mj2",645.933,25.0,h264,320x240,aac,239,0,15907,"hls,applehttp",12.0,h264,1920x1080,aac,1045.9942169189453
"mov,mp4,m4a,3gp,3g2,mj2",198.415,25.0,h264,640x480,aac,73,1822,3064,"hls,applehttp",12.0,h264,1280x720,aac,46.55276608467102
"mov,mp4,m4a,3gp,3g2,mj2",533.293,29.97002997002997,h264,1280x720,aac,205,2906,12869,"hls,applehttp",24.0,h264,320x240,aac,91.4781289100647
"mov,mp4,m4a,3gp,3g2,mj2",143.035,29.97002997002997,h264,640x360,aac,52,1225,3008,"hls,applehttp",15.0,h264,1280x720,aac,177.51320385932922
"mov,mp4,m4a,3gp,3g2,mj2",366.295,29.97002997002997,h264,320x240,aac,88,0,10884,"hls,applehttp",30.0,h264,176x144,aac,38.74322509765625
"mov,mp4,m4a,3gp,3g2,mj2",183.67,29.97002997002997,h264,1280x720,aac,37,658,4808,"hls,applehttp",15.0,h264,1920x1080,aac,138.3143298625946
"mov,mp4,m4a,3gp,3g2,mj2",130.195,30.0,h264,640x480,aac,84,301,3519,"hls,applehttp",15.0,h264,1280x720,aac,32.96545910835266
"mov,mp4,m4a,3gp,3g2,mj2",32.532,30.0,h264,1920x1080,aac,27,105,841,"hls,applehttp",25.0,h264,480x360,aac,10.765422105789185
"mov,mp4,m4a,3gp,3g2,mj2",166.023,30.0,h264,640x480,aac,39,487,4451,"hls,applehttp",12.0,h264,176x144,aac,6.63341498374939
"mov,mp4,m4a,3gp,3g2,mj2",90.373,25.0,h264,640x480,aac,90,287,1874,"hls,applehttp",15.0,h264,320x240,aac,13.042907953262329
"mov,mp4,m4a,3gp,3g2,mj2",203.268,29.97002997002997,h264,640x480,aac,41,3088,2961,"hls,applehttp",15.0,h264,320x240,aac,20.496819019317627
"mov,mp4,m4a,3gp,3g2,mj2",234.894,25.0,h264,640x480,aac,92,957,4821,"hls,applehttp",30.0,h264,176x144,aac,19.014209032058716
"mov,mp4,m4a,3gp,3g2,mj2",39.103,30.0,h264,1920x1080,aac,22,93,1055,"hls,applehttp",12.0,h264,1920x1080,aac,46.398913860321045
"mov,mp4,m4a,3gp,3g2,mj2",414.802,24.0,h264,480x360,aac,99,72,9783,"hls,applehttp",25.0,h264,1280x720,aac,203.0702199935913
"mov,mp4,m4a,3gp,3g2,mj2",280.289,25.0,h264,640x480,aac,103,2654,4247,"hls,applehttp",24.0,h264,1280x720,aac,188.92804408073425
"mov,mp4,m4a,3gp,3g2,mj2",33.693,30.0,h264,1048x720,aac,16,464,528,"hls,applehttp",24.0,h264,640x480,aac,12.134070873260498
"mov,mp4,m4a,3gp,3g2,mj2",161.077,30.0,h264,640x480,aac,36,2976,1818,"hls,applehttp",12.0,h264,176x144,aac,13.005150079727173
"mov,mp4,m4a,3gp,3g2,mj2",155.156,30.0,h264,1280x720,aac,35,2806,1810,"hls,applehttp",30.0,h264,480x360,aac,36.7097008228302
"mov,mp4,m4a,3gp,3g2,mj2",620.461,25.0,h264,640x480,aac,235,7776,7498,"hls,applehttp",15.0,h264,176x144,aac,45.08800411224365
"mov,mp4,m4a,3gp,3g2,mj2",172.78,30.0,h264,1920x1080,aac,38,2669,2471,"hls,applehttp",30.0,h264,320x240,aac,60.77924203872681
"mov,mp4,m4a,3gp,3g2,mj2",51.386,30.0,h264,640x480,aac,11,865,663,"hls,applehttp",24.0,h264,176x144,aac,6.469933986663818
"mov,mp4,m4a,3gp,3g2,mj2",108.554,30.0,h264,1280x720,aac,22,1555,1676,"hls,applehttp",25.0,h264,1280x720,aac,88.99839401245117
"mov,mp4,m4a,3gp,3g2,mj2",257.696,25.0,h264,640x480,aac,95,2950,3394,"hls,applehttp",12.0,h264,480x360,aac,41.44113802909851
"mov,mp4,m4a,3gp,3g2,mj2",47.369,30.0,h264,1280x720,aac,12,109,1298,"hls,applehttp",12.0,h264,1280x720,aac,27.43079113960266
"mov,mp4,m4a,3gp,3g2,mj2",114.452,25.0,h264,1920x1080,aac,42,1850,967,"hls,applehttp",24.0,h264,640x480,aac,45.50609111785889
"mov,mp4,m4a,3gp,3g2,mj2",292.177,29.97002997002997,h264,640x480,aac,69,4811,3875,"hls,applehttp",24.0,h264,640x480,aac,179.9307849407196
"mov,mp4,m4a,3gp,3g2,mj2",385.173,24.0,h264,1280x720,aac,77,5475,3688,"hls,applehttp",12.0,h264,176x144,aac,27.553900957107544
"mov,mp4,m4a,3gp,3g2,mj2",111.131,25.0,h264,1280x720,aac,41,1677,1058,"hls,applehttp",30.0,h264,1920x1080,aac,237.23742389678955
"mov,mp4,m4a,3gp,3g2,mj2",105.071,30.0,h264,1280x720,aac,26,1648,1474,"hls,applehttp",12.0,h264,480x360,aac,26.764962911605835
"mov,mp4,m4a,3gp,3g2,mj2",189.336,30.0,h264,640x480,aac,58,2111,3493,"hls,applehttp",30.0,h264,640x480,aac,55.62183094024658
"mov,mp4,m4a,3gp,3g2,mj2",623.224,30.0,h264,1280x720,aac,319,4326,14048,"hls,applehttp",15.0,h264,1920x1080,aac,1384.7021579742432
"mov,mp4,m4a,3gp,3g2,mj2",124.947,7.0,h264,320x240,aac,22,0,852,"hls,applehttp",12.0,h264,480x360,aac,19.68880605697632
"mov,mp4,m4a,3gp,3g2,mj2",460.266,30.0,h264,640x480,aac,106,1194,12503,"hls,applehttp",12.0,h264,1920x1080,aac,226.08700585365295
"mov,mp4,m4a,3gp,3g2,mj2",259.878,30.0,h264,640x480,aac,86,3755,3953,"hls,applehttp",24.0,h264,640x480,aac,128.49401021003723
"mov,mp4,m4a,3gp,3g2,mj2",325.126,29.97002997002997,h264,1280x720,aac,97,3987,5655,"hls,applehttp",15.0,h264,176x144,aac,52.526894092559814
"mov,mp4,m4a,3gp,3g2,mj2",1523.439,29.97002997002997,h264,1920x1080,aac,520,15411,29724,"hls,applehttp",12.0,h264,480x360,aac,403.48023295402527
"mov,mp4,m4a,3gp,3g2,mj2",293.292,29.97002997002997,h264,1280x720,aac,59,386,8343,"hls,applehttp",15.0,h264,640x480,aac,95.75152897834778
"mov,mp4,m4a,3gp,3g2,mj2",85.148,29.97002997002997,h264,640x480,aac,17,1444,1089,"hls,applehttp",25.0,h264,1280x720,aac,30.481661081314087
"mov,mp4,m4a,3gp,3g2,mj2",590.205,29.97002997002997,h264,1280x720,aac,190,1615,15882,"hls,applehttp",15.0,h264,320x240,aac,83.38014101982117
"mov,mp4,m4a,3gp,3g2,mj2",152.323,30.0,h264,626x480,aac,40,1855,2669,"hls,applehttp",25.0,h264,176x144,aac,13.623753070831299
"mov,mp4,m4a,3gp,3g2,mj2",375.398,29.49852507374631,h264,640x480,aac,147,628,10293,"hls,applehttp",30.0,h264,320x240,aac,107.5725359916687
"mov,mp4,m4a,3gp,3g2,mj2",224.654,25.0,h264,480x360,aac,202,372,5041,"hls,applehttp",15.0,h264,320x240,aac,20.642316102981567
"mov,mp4,m4a,3gp,3g2,mj2",63.67,18.0,h264,320x240,aac,22,0,1123,"hls,applehttp",25.0,h264,1920x1080,aac,48.00887203216553
"mov,mp4,m4a,3gp,3g2,mj2",127.942,25.0,h264,600x480,aac,49,2013,1133,"hls,applehttp",25.0,h264,1920x1080,aac,392.1141140460968
"mov,mp4,m4a,3gp,3g2,mj2",257.463,25.0,h264,640x480,aac,98,3380,2956,"hls,applehttp",30.0,h264,1280x720,aac,130.1362931728363
"mov,mp4,m4a,3gp,3g2,mj2",70.821,29.97002997002997,h264,1440x1080,aac,15,1020,1085,"hls,applehttp",24.0,h264,176x144,aac,14.092495918273926
"mov,mp4,m4a,3gp,3g2,mj2",295.289,30.0,h264,640x480,aac,60,438,8359,"hls,applehttp",25.0,h264,640x480,aac,107.4710419178009
"mov,mp4,m4a,3gp,3g2,mj2",126.805,30.0,h264,1280x720,aac,28,993,2781,"hls,applehttp",24.0,h264,640x480,aac,20.57397198677063
"mov,mp4,m4a,3gp,3g2,mj2",96.038,30.0,h264,1280x720,aac,20,1870,984,"hls,applehttp",15.0,h264,640x480,aac,28.125028133392334
"mov,mp4,m4a,3gp,3g2,mj2",57.075,30.0,h264,640x480,aac,12,298,1398,"hls,applehttp",12.0,h264,320x240,aac,5.954156875610352
"mov,mp4,m4a,3gp,3g2,mj2",85.729,25.0,h264,640x480,aac,44,537,1560,"hls,applehttp",24.0,h264,640x480,aac,45.47072196006775
"mov,mp4,m4a,3gp,3g2,mj2",72.633,29.97002997002997,h264,1280x720,aac,16,217,1942,"hls,applehttp",24.0,h264,1920x1080,aac,73.90077686309814
"mov,mp4,m4a,3gp,3g2,mj2",52.106,29.97002997002997,h264,1280x720,aac,11,487,1062,"hls,applehttp",30.0,h264,640x480,aac,18.075773000717163
"mov,mp4,m4a,3gp,3g2,mj2",141.944,30.0,h264,272x480,aac,32,2498,1725,"hls,applehttp",30.0,h264,1920x1080,aac,241.3731198310852
"mov,mp4,m4a,3gp,3g2,mj2",106.905,25.0,h264,1280x720,aac,55,1397,1216,"hls,applehttp",25.0,h264,1920x1080,aac,113.8870460987091
"mov,mp4,m4a,3gp,3g2,mj2",152.416,15.0,h264,294x240,aac,31,0,2254,"hls,applehttp",15.0,h264,1920x1080,aac,139.68336009979248
"mov,mp4,m4a,3gp,3g2,mj2",50.736,59.94005994005994,h264,1280x720,aac,27,482,2529,"hls,applehttp",24.0,h264,320x240,aac,15.655622005462646
"mov,mp4,m4a,3gp,3g2,mj2",726.088,25.0,h264,640x360,aac,270,11721,6159,"hls,applehttp",15.0,h264,1920x1080,aac,617.6722757816315
"mov,mp4,m4a,3gp,3g2,mj2",393.114,20.0,h264,640x480,aac,153,4275,3431,"hls,applehttp",30.0,h264,320x240,aac,43.15516400337219
"mov,mp4,m4a,3gp,3g2,mj2",259.878,30.0,h264,640x480,aac,86,3755,3953,"hls,applehttp",15.0,h264,480x360,aac,38.6762170791626
"mov,mp4,m4a,3gp,3g2,mj2",375.398,29.49852507374631,h264,640x480,aac,147,628,10293,"hls,applehttp",12.0,h264,640x480,aac,60.035752058029175
"mov,mp4,m4a,3gp,3g2,mj2",929.193,30.0,h264,1280x720,aac,227,15667,11976,"hls,applehttp",25.0,h264,1280x720,aac,356.25192618370056
"mov,mp4,m4a,3gp,3g2,mj2",85.148,29.97002997002997,h264,640x480,aac,17,1444,1089,"hls,applehttp",15.0,h264,640x480,aac,14.22934889793396
"mov,mp4,m4a,3gp,3g2,mj2",916.655,30.0,h264,1920x1080,aac,198,12267,15033,"hls,applehttp",24.0,h264,480x360,aac,403.1127681732178
"mov,mp4,m4a,3gp,3g2,mj2",399.198,29.97002997002997,h264,1920x1080,aac,132,7224,4603,"hls,applehttp",12.0,h264,480x360,aac,79.26334714889526
"mov,mp4,m4a,3gp,3g2,mj2",103.84,10.0,h264,192x144,aac,35,0,1000,"hls,applehttp",15.0,h264,640x480,aac,27.138181924819946
"mov,mp4,m4a,3gp,3g2,mj2",157.06,25.0,h264,640x480,aac,58,2540,1326,"hls,applehttp",24.0,h264,640x480,aac,58.07148313522339
"mov,mp4,m4a,3gp,3g2,mj2",259.878,30.0,h264,640x480,aac,86,3755,3953,"hls,applehttp",24.0,h264,640x480,aac,58.733022928237915
"mov,mp4,m4a,3gp,3g2,mj2",83.035,18.683828108781398,h264,320x240,aac,30,0,1313,"hls,applehttp",12.0,h264,640x480,aac,20.952895164489746
"mov,mp4,m4a,3gp,3g2,mj2",431.056,25.0,h264,320x240,aac,159,0,10614,"hls,applehttp",25.0,h264,176x144,aac,27.70118999481201
"mov,mp4,m4a,3gp,3g2,mj2",133.19,30.0,h264,640x480,aac,60,1308,2626,"hls,applehttp",12.0,h264,480x360,aac,18.12101697921753
"mov,mp4,m4a,3gp,3g2,mj2",206.751,30.0,h264,270x480,aac,51,3433,2715,"hls,applehttp",25.0,h264,480x360,aac,68.3978750705719
"mov,mp4,m4a,3gp,3g2,mj2",46.742,25.0,h264,1280x720,aac,18,507,641,"hls,applehttp",15.0,h264,320x240,aac,9.685741901397705
"mov,mp4,m4a,3gp,3g2,mj2",249.197,25.0,h264,640x480,aac,93,3345,2780,"hls,applehttp",12.0,h264,1280x720,aac,81.84203004837036
"mov,mp4,m4a,3gp,3g2,mj2",215.296,25.0,h264,640x480,aac,79,3324,1976,"hls,applehttp",24.0,h264,1920x1080,aac,175.17365193367004
"mov,mp4,m4a,3gp,3g2,mj2",1342.091,29.97002997002997,h264,1920x1080,aac,394,12936,26891,"hls,applehttp",15.0,h264,176x144,aac,259.2810797691345
"mov,mp4,m4a,3gp,3g2,mj2",162.819,30.0,h264,720x480,aac,64,718,4099,"hls,applehttp",25.0,h264,640x480,aac,52.807039976119995
"mov,mp4,m4a,3gp,3g2,mj2",172.78,30.0,h264,1920x1080,aac,38,2669,2471,"hls,applehttp",24.0,h264,1280x720,aac,129.28893303871155
"mov,mp4,m4a,3gp,3g2,mj2",35.156,10.0,h264,320x240,aac,12,0,339,"hls,applehttp",25.0,h264,176x144,aac,2.6199378967285156
"mov,mp4,m4a,3gp,3g2,mj2",441.087,30.0,h264,320x240,aac,89,0,13141,"hls,applehttp",15.0,h264,480x360,aac,119.66985702514648
"mov,mp4,m4a,3gp,3g2,mj2",74.978,20.0,h264,720x1280,aac,31,467,992,"hls,applehttp",25.0,h264,1280x720,aac,65.69801712036133
"mov,mp4,m4a,3gp,3g2,mj2",538.959,25.0,h264,640x480,aac,478,3449,9542,"hls,applehttp",12.0,h264,176x144,aac,31.865156888961792
"mov,mp4,m4a,3gp,3g2,mj2",259.878,30.0,h264,640x480,aac,86,3755,3953,"hls,applehttp",25.0,h264,320x240,aac,28.1455659866333
"mov,mp4,m4a,3gp,3g2,mj2",209.444,25.0,h264,640x480,aac,77,3432,1724,"hls,applehttp",15.0,h264,176x144,aac,9.054683208465576
"mov,mp4,m4a,3gp,3g2,mj2",208.075,29.97002997002997,h264,1440x1080,aac,44,2515,3675,"hls,applehttp",15.0,h264,1920x1080,aac,363.2140328884125
"mov,mp4,m4a,3gp,3g2,mj2",172.78,30.0,h264,1920x1080,aac,38,2669,2471,"hls,applehttp",30.0,h264,176x144,aac,41.20313906669617
"mov,mp4,m4a,3gp,3g2,mj2",34.598,15.0,h264,320x240,aac,8,0,505,"hls,applehttp",15.0,h264,1920x1080,aac,37.40692687034607
"mov,mp4,m4a,3gp,3g2,mj2",194.537,30.0,h264,320x240,aac,41,0,5791,"hls,applehttp",25.0,h264,1280x720,aac,128.51336693763733
"mov,mp4,m4a,3gp,3g2,mj2",600.747,29.97002997002997,h264,640x480,aac,131,8319,9553,"hls,applehttp",30.0,h264,1920x1080,aac,557.2022440433502
"mov,mp4,m4a,3gp,3g2,mj2",111.131,25.0,h264,1280x720,aac,41,1677,1058,"hls,applehttp",30.0,h264,640x480,aac,46.35769200325012
"mov,mp4,m4a,3gp,3g2,mj2",71.216,6.0,h264,320x240,aac,25,0,401,"hls,applehttp",25.0,h264,176x144,aac,1.446897029876709
"mov,mp4,m4a,3gp,3g2,mj2",2783.284,30.0,h264,640x480,aac,710,40543,42241,"hls,applehttp",15.0,h264,320x240,aac,192.0184669494629
"mov,mp4,m4a,3gp,3g2,mj2",98.151,29.97002997002997,h264,1920x1080,aac,31,459,2450,"hls,applehttp",24.0,h264,1920x1080,aac,95.78857612609863
"mov,mp4,m4a,3gp,3g2,mj2",116.449,30.0,h264,640x480,aac,24,385,3083,"hls,applehttp",24.0,h264,176x144,aac,9.293929100036621
